49.98	30.49	22.04	18.71	18.71	22.04	30.49	49.98	
69.45	49.94	38.99	34.09	34.09	38.99	49.94	69.45	
77.87	60.85	49.89	44.60	44.60	49.89	60.85	77.87	
81.19	65.72	55.15	49.86	49.86	55.15	65.72	81.19	
81.19	65.72	55.15	49.86	49.86	55.15	65.72	81.19	
77.87	60.85	49.89	44.60	44.60	49.89	60.85	77.87	
69.45	49.94	38.99	34.09	34.09	38.99	49.94	69.45	
49.98	30.49	22.04	18.71	18.71	22.04	30.49	49.98	
